CFE data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.,,� Your use of Cboe data is subject to the Terms and Conditions for use of Cboe Websites.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,VOLATILITY INDEX VOLUME,VOLATILITY INDEX OI,S&P 500 Variance Volume,S&P 500 Variance OI,Corporate Bond High Yield Volume,Corporate Bond High Yield OI,Corporate Bond Liquid Investment Grade Volume,Corporate Bond Liquid Investment Grade OI,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX VOLUME,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX OI,BIT COIN VOLUME,BIT COIN OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI,CBOE EMERGING MKT VOL INDEX SEC. FUTURES VOLUME,CBOE EMERGING MKT VOL INDEX SEC. FUTURES  OI,Nasdaq-100 Volatility Index VOLUME,Nasdaq-100 Volatility Index OI,CBOE Short Term Volatility Index VOLUME,CBOE Short Term Volatility Index OI,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE VOLUME,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE OI,CBOE GOLD ETF VOLATILITY INDEX VOLUME,CBOE GOLD ETF VOLATILITY INDEX OI,CBOE OIL ETF VOL. INDEX SEC. FUTURES VOLUME,CBOE OIL ETF VOL. INDEX SEC. FUTURES OI,CBOE Mini-VIX VOLUME,CBOE Mini-VIX OI,RPX - Radar Logic 28 Day Real Estate Index VOLUME ,RPX - Radar Logic 28 Day Real Estate Index OI,3-Month Variance Volume,3-Month Variance OI,12-Month Variance VOLUME,12-Month Variance OI,CFE US Gas at the Pump VOLUME,CFE US Gas at the Pump OI,CFE Midwest Gas at the Pump VOLUME,CFE Midwest Gas at the Pump OI,CFE Rocky Mountain Gas at the Pump VOLUME,CFE Rocky Mountain Gas at the Pump OI,CFE East Coast Gas at the Pump VOLUME,CFE East Coast Gas at the Pump OI,CFE Gulf Coast Gas at the Pump VOLUME,CFE Gulf Coast Gas at the Pump OI,CFE West Coast Gas at the Pump VOLUME,CFE West Coast Gas at the Pump OI,CHINA INDEX FUTURES VOLUME,CHINA INDEX FUTURES OI,CBOE S&P 500 BUYWRITE INDEX VOLUME,CBOE S&P 500 BUYWRITE INDEX OI,CBOE Nasdaq-100 Volatility Index VOLUME,CBOE Nasdaq-100 Volatility Index OI,DJIA Volatility Index VOLUME,DJIA Volatility Index OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI,Ameribor 7-day Volume,Ameribor 7-day OI,Ameribor 14-day Volume,Ameribor 14-day OI,Ameribor 1-month Volume,Ameribor 1-month OI,Ameribor 3-month Volume,Ameribor 3-month OI,Ameribor Term-30 Volume,Ameribor Term-30 OI,Ameribor Term-90 Volume,Ameribor Term-90 OI,Corp. Bond High Yield Options Volume,Corp. Bond High Yield Options OI,Corp. Bond Liquid Investment Grade Options Volume,Corp. Bond Liquid Investment Grade Options OI
10/27/2004,585,10185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,417,,,,,,,,,,,,,,,1,241,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2004,259,10287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,432,,,,,,,,,,,,,,,7,247,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2004,76,10309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,0,247,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2004,1099,11201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,422,,,,,,,,,,,,,,,0,246,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2004,1104,11732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,,,,,,,,,,,,,,,0,246,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2004,928,11884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,,,,,,,,,,,,,,,0,246,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2004,1893,13041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,,,,,,,,,,,,,,,60,306,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2004,755,13049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,,,,,,,,,,,,,,,0,306,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2004,146,13047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,,,,,,,,,,,,,,,0,306,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2004,771,13022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,515,,,,,,,,,,,,,,,80,376,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2004,807,13120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,515,,,,,,,,,,,,,,,0,376,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2004,1183,13274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,526,,,,,,,,,,,,,,,0,376,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2004,950,13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,526,,,,,,,,,,,,,,,4,380,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2004,1113,13958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,506,,,,,,,,,,,,,,,4,384,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2004,412,13603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,506,,,,,,,,,,,,,,,20,394,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2004,96,13630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,506,,,,,,,,,,,,,,,0,394,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2004,73,7085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,506,,,,,,,,,,,,,,,0,394,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2004,271,7271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,,,,,,,,,,,,80,454,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2004,94,7322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,,,,,,,,,,,,0,372,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2004,481,7532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,,,,,,,,,,,,0,372,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2004,242,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,,,,,,,,,,,,0,372,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2004,0,7704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,,,,,,,,,,,,0,372,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2004,291,7703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,,,,,,,,,,,,0,352,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2004,43,7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,,,,,,,,,,,,0,352,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2004,68,7713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,,,,,,,,,,,,,,,2,353,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2004,90,7876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,548,,,,,,,,,,,,,,,5,357,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2004,182,7886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,548,,,,,,,,,,,,,,,0,357,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2004,305,7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,578,,,,,,,,,,,,,,,0,357,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2004,158,7846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,582,,,,,,,,,,,,,,,0,357,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2004,150,7959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,582,,,,,,,,,,,,,,,20,357,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2004,434,8162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,583,,,,,,,,,,,,,,,1,357,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2004,74,8101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,583,,,,,,,,,,,,,,,0,357,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2004,462,8362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,553,,,,,,,,,,,,,,,1,358,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2004,355,8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,593,,,,,,,,,,,,,,,0,358,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2004,891,8743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,563,,,,,,,,,,,,,,,42,345,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2004,163,8792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,563,,,,,,,,,,,,,,,1,346,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2004,176,8894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,563,,,,,,,,,,,,,,,0,314,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2004,195,8979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,365,,,,,,,,,,,,,,,21,254,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2004,326,9140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,379,,,,,,,,,,,,,,,10,264,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2004,143,9179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,381,,,,,,,,,,,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2004,78,9171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,390,,,,,,,,,,,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2004,100,9219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,390,,,,,,,,,,,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2004,184,9359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,390,,,,,,,,,,,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2004,35,9368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,391,,,,,,,,,,,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2004,69,9382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,,,,,,,,,,,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2004,134,9466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,,,,,,,,,,,,,,,1,264,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2005,156,9185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,393,,,,,,,,,,,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2005,411,9379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,394,,,,,,,,,,,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,205,9465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,394,,,,,,,,,,,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2005,221,9343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,456,,,,,,,,,,,,,,,31,294,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2005,873,9433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,425,,,,,,,,,,,,,,,0,294,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2005,1187,9851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,425,,,,,,,,,,,,,,,0,294,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2005,1032,9924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,438,,,,,,,,,,,,,,,0,292,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2005,1032,10047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,463,,,,,,,,,,,,,,,0,292,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2005,217,10065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,494,,,,,,,,,,,,,,,0,292,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2005,156,10155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,494,,,,,,,,,,,,,,,0,292,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2005,790,10406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,519,,,,,,,,,,,,,,,0,292,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2005,300,10523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,545,,,,,,,,,,,,,,,0,292,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2005,66,9091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,517,,,,,,,,,,,,,,,2,294,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2005,82,8863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,489,,,,,,,,,,,,,,,0,294,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2005,570,8916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,564,,,,,,,,,,,,,,,0,294,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2005,134,9034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,579,,,,,,,,,,,,,,,3,296,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2005,130,9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,579,,,,,,,,,,,,,,,2,296,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2005,327,9287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,579,,,,,,,,,,,,,,,1,296,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2005,90,9319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,584,,,,,,,,,,,,,,,1,297,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2005,78,9312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,584,,,,,,,,,,,,,,,0,297,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2005,337,9356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,590,,,,,,,,,,,,,,,0,297,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2005,410,9547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,639,,,,,,,,,,,,,,,0,297,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2005,2132,10026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,639,,,,,,,,,,,,,,,0,297,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2005,2096,10831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,594,,,,,,,,,,,,,,,0,297,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2005,375,10323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,594,,,,,,,,,,,,,,,0,297,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2005,668,10445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,594,,,,,,,,,,,,,,,0,297,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2005,390,9717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,594,,,,,,,,,,,,,,,0,294,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2005,900,10064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,594,,,,,,,,,,,,,,,20,314,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2005,616,10661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,596,,,,,,,,,,,,,,,0,314,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2005,801,10922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,595,,,,,,,,,,,,,,,0,314,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2005,1542,11856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,596,,,,,,,,,,,,,,,0,314,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2005,456,11458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,596,,,,,,,,,,,,,,,0,314,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2005,357,8550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,596,,,,,,,,,,,,,,,0,314,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2005,140,7896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,587,,,,,,,,,,,,,,,10,324,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2005,1043,8387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,589,,,,,,,,,,,,,,,50,374,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2005,75,8374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,589,,,,,,,,,,,,,,,40,414,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2005,606,8859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,589,,,,,,,,,,,,,,,10,424,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2005,457,8883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,590,,,,,,,,,,,,,,,1,424,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2005,332,9240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,589,,,,,,,,,,,,,,,1,425,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,261,9307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,689,,,,,,,,,,,,,,,0,424,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2005,409,9342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,690,,,,,,,,,,,,,,,0,424,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2005,514,9842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,739,,,,,,,,,,,,,,,0,424,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2005,134,9928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,739,,,,,,,,,,,,,,,0,424,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2005,112,10037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,739,,,,,,,,,,,,,,,0,424,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2005,429,10391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,739,,,,,,,,,,,,,,,0,424,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2005,1276,10818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,739,,,,,,,,,,,,,,,2,424,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2005,1379,10769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,789,,,,,,,,,,,,,,,10,434,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2005,328,11058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,839,,,,,,,,,,,,,,,0,434,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2005,1838,12126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,839,,,,,,,,,,,,,,,1,434,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2005,227,12014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,839,,,,,,,,,,,,,,,0,434,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2005,426,12156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,889,,,,,,,,,,,,,,,0,434,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2005,249,9856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,889,,,,,,,,,,,,,,,0,433,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2005,206,9870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,914,,,,,,,,,,,,,,,0,433,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2005,337,10152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,554,,,,,,,,,,,,,,,0,310,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2005,1041,10599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,609,,,,,,,,,,,,,,,0,310,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2005,949,10254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,609,,,,,,,,,,,,,,,0,310,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2005,74,10170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,589,,,,,,,,,,,,,,,0,310,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2005,75,10145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,589,,,,,,,,,,,,,,,0,309,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2005,624,10297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,615,,,,,,,,,,,,,,,0,309,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2005,486,10324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,615,,,,,,,,,,,,,,,0,309,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2005,212,10228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,615,,,,,,,,,,,,,,,0,309,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2005,962,10557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,615,,,,,,,,,,,,,,,0,309,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2005,511,10847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,665,,,,,,,,,,,,,,,0,309,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2005,633,10631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,665,,,,,,,,,,,,,,,50,359,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2005,515,10772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,665,,,,,,,,,,,,,,,0,359,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2005,577,10900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,680,,,,,,,,,,,,,,,0,359,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2005,274,11067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,682,,,,,,,,,,,,,,,0,359,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2005,373,11181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,682,,,,,,,,,,,,,,,0,359,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2005,763,11459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,682,,,,,,,,,,,,,,,10,359,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2005,227,11527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,719,,,,,,,,,,,,,,,0,349,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2005,237,11281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,719,,,,,,,,,,,,,,,0,349,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2005,839,11371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,850,,,,,,,,,,,,,,,0,349,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2005,1377,11495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,870,,,,,,,,,,,,,,,21,321,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2005,198,11981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,889,,,,,,,,,,,,,,,21,341,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2005,1713,12037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,890,,,,,,,,,,,,,,,0,341,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2005,1086,11987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,891,,,,,,,,,,,,,,,0,341,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2005,1039,11964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,892,,,,,,,,,,,,,,,0,341,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2005,473,11621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,799,,,,,,,,,,,,,,,0,340,,,,,10,10,,,,,,,,,,,,,,,,,,
4/26/2005,117,11742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,800,,,,,,,,,,,,,,,0,340,,,,,5,15,,,,,,,,,,,,,,,,,,
4/27/2005,248,11779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,805,,,,,,,,,,,,,,,0,340,,,,,20,35,,,,,,,,,,,,,,,,,,
4/28/2005,339,11877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,802,,,,,,,,,,,,,,,0,340,,,,,15,50,,,,,,,,,,,,,,,,,,
4/29/2005,431,11993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,843,,,,,,,,,,,,,,,50,370,,,,,10,60,,,,,,,,,,,,,,,,,,
5/2/2005,199,12148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,845,,,,,,,,,,,,,,,0,370,,,,,10,70,,,,,,,,,,,,,,,,,,
5/3/2005,383,12262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,847,,,,,,,,,,,,,,,20,390,,,,,10,80,,,,,,,,,,,,,,,,,,
5/4/2005,4004,14551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,852,,,,,,,,,,,,,,,0,370,,,,,20,100,,,,,,,,,,,,,,,,,,
5/5/2005,1518,12404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,928,,,,,,,,,,,,,,,0,370,,,,,5,100,,,,,,,,,,,,,,,,,,
5/6/2005,205,12395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,928,,,,,,,,,,,,,,,0,370,,,,,20,120,,,,,,,,,,,,,,,,,,
5/9/2005,309,12444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,846,,,,,,,,,,,,,,,0,370,,,,,0,115,,,,,,,,,,,,,,,,,,
5/10/2005,668,12652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,846,,,,,,,,,,,,,,,0,370,,,,,20,135,,,,,,,,,,,,,,,,,,
5/11/2005,2115,13545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,917,,,,,,,,,,,,,,,0,370,,,,,10,145,,,,,,,,,,,,,,,,,,
5/12/2005,900,14150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,938,,,,,,,,,,,,,,,0,370,,,,,68,208,,,,,,,,,,,,,,,,,,
5/13/2005,923,14572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,961,,,,,,,,,,,,,,,0,370,,,,,48,246,,,,,,,,,,,,,,,,,,
5/16/2005,911,14557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,961,,,,,,,,,,,,,,,0,370,,,,,0,246,,,,,,,,,,,,,,,,,,
5/17/2005,1169,14730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,956,,,,,,,,,,,,,,,0,370,,,,,30,228,,,,,,,,,,,,,,,,,,
5/18/2005,628,14726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1009,,,,,,,,,,,,,,,0,370,,,,,110,338,,,,,,,,,,,,,,,,,,
5/19/2005,894,11458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1038,,,,,,,,,,,,,,,0,370,,,,,60,398,,,,,,,,,,,,,,,,,,
5/20/2005,655,11843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1034,,,,,,,,,,,,,,,0,370,,,,,90,488,,,,,,,,,,,,,,,,,,
