CFE data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.,,� Your use of Cboe data is subject to the Terms and Conditions for use of Cboe Websites.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,VOLATILITY INDEX VOLUME,VOLATILITY INDEX OI,S&P 500 Variance Volume,S&P 500 Variance OI,Corporate Bond High Yield Volume,Corporate Bond High Yield OI,Corporate Bond Liquid Investment Grade Volume,Corporate Bond Liquid Investment Grade OI,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX VOLUME,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX OI,BIT COIN VOLUME,BIT COIN OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI,CBOE EMERGING MKT VOL INDEX SEC. FUTURES VOLUME,CBOE EMERGING MKT VOL INDEX SEC. FUTURES  OI,Nasdaq-100 Volatility Index VOLUME,Nasdaq-100 Volatility Index OI,CBOE Short Term Volatility Index VOLUME,CBOE Short Term Volatility Index OI,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE VOLUME,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE OI,CBOE GOLD ETF VOLATILITY INDEX VOLUME,CBOE GOLD ETF VOLATILITY INDEX OI,CBOE OIL ETF VOL. INDEX SEC. FUTURES VOLUME,CBOE OIL ETF VOL. INDEX SEC. FUTURES OI,CBOE Mini-VIX VOLUME,CBOE Mini-VIX OI,RPX - Radar Logic 28 Day Real Estate Index VOLUME ,RPX - Radar Logic 28 Day Real Estate Index OI,3-Month Variance Volume,3-Month Variance OI,12-Month Variance VOLUME,12-Month Variance OI,CFE US Gas at the Pump VOLUME,CFE US Gas at the Pump OI,CFE Midwest Gas at the Pump VOLUME,CFE Midwest Gas at the Pump OI,CFE Rocky Mountain Gas at the Pump VOLUME,CFE Rocky Mountain Gas at the Pump OI,CFE East Coast Gas at the Pump VOLUME,CFE East Coast Gas at the Pump OI,CFE Gulf Coast Gas at the Pump VOLUME,CFE Gulf Coast Gas at the Pump OI,CFE West Coast Gas at the Pump VOLUME,CFE West Coast Gas at the Pump OI,CHINA INDEX FUTURES VOLUME,CHINA INDEX FUTURES OI,CBOE S&P 500 BUYWRITE INDEX VOLUME,CBOE S&P 500 BUYWRITE INDEX OI,CBOE Nasdaq-100 Volatility Index VOLUME,CBOE Nasdaq-100 Volatility Index OI,DJIA Volatility Index VOLUME,DJIA Volatility Index OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI,Ameribor 7-day Volume,Ameribor 7-day OI,Ameribor 14-day Volume,Ameribor 14-day OI,Ameribor 1-month Volume,Ameribor 1-month OI,Ameribor 3-month Volume,Ameribor 3-month OI,Ameribor Term-30 Volume,Ameribor Term-30 OI,Ameribor Term-90 Volume,Ameribor Term-90 OI,Corp. Bond High Yield Options Volume,Corp. Bond High Yield Options OI,Corp. Bond Liquid Investment Grade Options Volume,Corp. Bond Liquid Investment Grade Options OI
6/16/2014,184092,461734,0,33,,,,,,,,,40,160,53,778,74,508,38,147,50,429,95,51,40,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2014,243545,456312,0,33,,,,,,,,,61,181,116,684,69,471,89,157,0,429,1,52,31,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2014,203683,468196,0,33,,,,,,,,,0,181,106,584,0,471,76,191,50,429,1,53,0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2014,154337,423076,0,33,,,,,,,,,0,42,120,418,0,106,31,106,100,476,6,54,38,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2014,126445,425447,0,33,,,,,,,,,8,38,26,444,17,92,50,118,0,476,3,57,60,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2014,137571,424290,0,33,,,,,,,,,0,38,19,459,40,86,36,125,0,476,0,57,51,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2014,185136,424966,0,33,,,,,,,,,0,38,38,423,97,71,34,136,60,476,1,56,10,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2014,178097,430499,0,33,,,,,,,,,0,38,36,399,15,71,33,107,150,576,0,56,3,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2014,157484,436610,0,33,,,,,,,,,20,38,290,550,15,86,20,107,250,776,0,56,48,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2014,111807,432308,0,33,,,,,,,,,0,38,2,552,0,86,22,120,50,826,0,56,27,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2014,141062,441920,0,33,,,,,,,,,25,50,0,552,10,96,57,116,50,776,20,76,3,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2014,166487,449836,0,33,,,,,,,,,21,64,150,602,4,95,67,126,0,776,0,76,34,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2014,116878,451327,0,33,,,,,,,,,48,81,53,653,11,105,69,147,250,976,0,76,7,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2014,112781,461541,0,33,,,,,,,,,20,101,101,716,9,105,14,95,100,1026,0,76,36,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2014,120260,457154,0,33,,,,,,,,,50,131,86,802,0,105,27,103,70,956,0,76,6,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2014,224443,457197,0,33,,,,,,,,,6,117,263,844,0,105,27,116,50,906,0,76,2,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2014,238170,457150,0,33,,,,,,,,,18,133,61,832,0,105,47,129,0,906,0,76,3,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2014,288587,448028,0,33,,,,,,,,,30,108,6,829,0,105,51,112,0,906,0,76,12,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2014,183673,440380,0,33,,,,,,,,,16,94,11,834,0,105,47,131,50,906,4,74,23,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2014,179692,440222,0,33,,,,,,,,,20,84,137,821,14,105,28,134,170,913,27,49,88,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2014,251497,435001,0,33,,,,,,,,,30,85,3,820,2,103,115,124,50,963,48,53,32,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2014,202188,445545,0,33,,,,,,,,,21,106,17,837,3,106,25,131,100,1013,0,53,4,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2014,384391,415229,0,33,,,,,,,,,67,106,141,520,17,36,149,112,0,956,7,52,50,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2014,222571,407017,0,33,,,,,,,,,68,121,366,543,14,43,59,106,125,1051,108,120,102,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2014,174670,403707,0,33,,,,,,,,,0,96,423,723,0,43,64,145,451,1407,50,170,52,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2014,143696,414392,0,33,,,,,,,,,0,96,12,722,0,43,115,190,75,1457,0,170,2,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2014,133289,411472,0,33,,,,,,,,,20,116,102,720,0,43,41,202,75,1507,100,270,1,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2014,131817,415951,0,33,,,,,,,,,0,116,511,1009,0,43,34,104,0,1507,0,270,0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2014,163249,416517,0,33,,,,,,,,,12,126,88,1031,0,43,21,111,0,1507,2,270,2,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2014,147274,418229,0,33,,,,,,,,,0,126,109,1051,0,43,61,118,50,1457,20,250,2,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2014,156463,419946,0,33,,,,,,,,,33,140,0,1051,0,43,95,113,100,1357,101,195,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2014,209733,425188,0,33,,,,,,,,,12,115,111,991,15,58,100,131,200,1507,0,195,6,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2014,381969,433673,0,33,,,,,,,,,30,134,400,946,30,51,256,161,50,1457,50,145,60,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2014,528628,421851,2242,2275,,,,,,,,,21,154,225,881,32,35,146,171,0,1457,0,145,325,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2014,277823,413181,0,2275,,,,,,,,,20,154,5,881,0,35,96,172,50,1432,27,172,54,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2014,366533,409891,0,2275,,,,,,,,,33,135,54,856,0,35,192,199,0,1432,0,172,2,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2014,276910,403579,0,2275,,,,,,,,,0,135,4,854,75,110,21,199,0,1432,50,172,25,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2014,321981,401106,0,2275,,,,,,,,,50,175,26,840,0,110,81,191,50,1420,50,122,150,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2014,261619,391469,0,2275,,,,,,,,,10,170,5,842,14,117,42,196,250,1620,27,62,2,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2014,241100,388500,0,2275,,,,,,,,,30,142,9,842,75,177,110,157,86,1631,0,62,81,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2014,182663,390841,0,2275,,,,,,,,,20,122,5,842,15,177,146,118,25,1656,0,62,50,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2014,193865,395747,0,2275,,,,,,,,,26,142,100,842,0,177,21,115,100,1656,0,62,2,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2014,202123,408934,0,2275,,,,,,,,,118,124,24,842,0,177,18,45,0,1656,5,57,2,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2014,366265,402731,0,2275,,,,,,,,,33,114,95,856,75,222,102,79,65,1681,21,48,4,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2014,210844,416050,0,2275,,,,,,,,,22,92,179,932,29,230,52,74,96,1646,60,54,107,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2014,201303,418454,0,2275,,,,,,,,,15,92,147,1032,47,230,47,81,40,1646,21,56,17,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2014,154826,418797,0,2275,,,,,,,,,6,97,26,1047,30,230,19,73,10,1646,5,61,34,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2014,110626,389675,0,2275,,,,,,,,,1,77,9,805,0,135,48,70,25,1631,3,59,2,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2014,145700,397589,0,2275,,,,,,,,,50,117,6,806,0,135,59,64,60,1681,0,59,25,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2014,94886,406611,0,2275,,,,,,,,,20,127,266,857,35,135,62,96,450,1856,58,117,14,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2014,103288,414365,0,2275,,,,,,,,,77,106,18,857,0,135,73,132,210,1871,41,156,10,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2014,88835,414360,0,2275,,,,,,,,,12,104,4,860,0,135,14,138,360,2045,0,156,2,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2014,124529,411747,0,2275,,,,,,,,,17,87,16,860,0,135,42,107,90,2035,0,156,6,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2014,102579,411086,0,2275,,,,,,,,,20,107,17,845,0,135,66,107,65,2050,0,156,32,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2014,106702,409378,0,2275,,,,,,,,,0,107,38,870,75,120,39,113,165,2090,13,159,94,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2014,117737,412085,0,2275,,,,,,,,,20,87,128,924,30,104,14,118,20,2070,0,159,22,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014,151913,418957,0,2275,,,,,,,,,0,87,169,870,30,104,45,87,0,2070,100,209,0,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014,137513,422098,0,2275,,,,,,,,,0,87,48,847,0,104,82,133,110,2150,100,309,0,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2014,101111,424693,0,2275,,,,,,,,,40,95,10,837,45,104,32,146,65,2150,32,315,95,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2014,160735,425310,0,2275,,,,,,,,,22,117,191,976,160,159,75,169,85,2140,148,394,52,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2014,156528,420124,0,2275,,,,,,,,,4,113,111,1001,15,129,80,184,45,2160,50,394,9,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2014,162944,417186,0,2275,,,,,,,,,33,139,83,1051,145,159,69,169,248,2308,100,494,160,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2014,254652,423570,0,2275,,,,,,,,,20,119,104,1026,75,24,106,132,50,2333,51,545,0,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2014,198705,410338,0,2275,,,,,,,,,35,104,159,1131,44,54,22,137,200,2423,56,517,125,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2014,265926,413477,0,2275,,,,,,,,,35,73,28,1132,109,129,77,131,275,2568,50,512,133,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2014,188353,422855,0,2275,,,,,,,,,30,93,15,1125,0,129,144,142,85,2548,0,512,2,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2014,105484,394176,0,2275,,,,,,,,,11,80,81,853,30,39,48,95,160,1785,180,121,158,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2014,156535,393233,0,2275,,,,,,,,,30,50,210,865,0,39,44,108,105,1785,5,126,2,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2014,179658,394386,0,0,,,,,,,,,0,50,202,790,0,39,60,112,40,1825,0,126,6,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2014,202217,389039,0,0,,,,,,,,,0,50,127,750,0,9,61,130,290,1950,0,126,0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2014,167748,387600,0,0,,,,,,,,,2,50,70,750,0,9,43,130,55,1940,0,126,0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2014,330803,374954,0,0,,,,,,,,,1,51,8,750,16,7,90,95,95,1970,200,326,5,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2014,197377,366328,0,0,,,,,,,,,0,51,208,950,0,7,75,107,85,2015,201,452,125,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014,229318,363689,0,0,,,,,,,,,0,51,209,1000,90,97,57,106,20,2005,100,552,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2014,177197,358837,0,0,,,,,,,,,5,46,30,1025,120,187,93,95,158,1973,0,552,106,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2014,251648,364920,0,0,,,,,,,,,0,46,175,1175,195,322,46,109,120,1939,40,552,105,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2014,251093,368347,0,0,,,,,,,,,22,48,286,1382,195,277,32,78,185,1978,0,552,58,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2014,234567,367791,0,0,,,,,,,,,4,52,160,1475,30,247,94,79,277,1935,50,542,0,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2014,167796,358047,0,0,,,,,,,,,11,46,7,1475,0,247,23,80,585,2140,10,532,38,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2014,263197,365241,0,0,,,,,,,,,8,45,105,1475,60,247,23,91,485,2450,24,532,5,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2014,293529,361846,0,0,,,,,,,,,10,35,300,1425,48,249,38,102,330,2450,58,579,101,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2014,420179,375275,0,0,,,,,,,,,25,32,7,1425,75,294,49,78,256,2365,50,529,1,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2014,516452,396304,0,0,,,,,,,,,97,87,141,1434,92,262,62,102,280,2195,0,529,94,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2014,527100,395337,0,0,,,,,,,,,86,84,186,1453,120,262,110,132,140,2245,24,505,30,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2014,616907,407816,0,0,,,,,,,,,138,112,402,1122,250,362,50,139,140,2245,0,505,2,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2014,791788,409536,0,0,,,,,,,,,190,70,270,1312,210,477,30,128,310,2210,10,496,28,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2014,513032,422048,0,0,,,,,,,,,112,71,0,1312,80,477,37,69,170,2070,0,496,64,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2014,334393,417890,0,0,,,,,,,,,30,86,18,1308,280,287,41,67,180,1930,250,246,55,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2014,278630,427503,0,0,,,,,,,,,58,99,20,1313,95,202,21,59,210,1930,25,246,6,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2014,305698,422049,0,0,,,,,,,,,25,96,42,1340,20,192,37,69,300,1950,52,198,13,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2014,283681,405617,0,0,,,,,,,,,32,97,15,1345,0,187,23,71,210,1970,0,198,6,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2014,263036,370832,0,0,,,,,,,,,18,28,11,636,0,187,31,49,151,1856,2,45,31,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2014,198465,346782,0,0,,,,,,,,,15,26,2,625,0,187,54,82,80,1735,0,44,5,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2014,186396,341855,0,0,,,,,,,,,36,40,0,625,0,187,27,88,210,1735,0,44,12,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2014,194094,355595,0,0,,,,,,,,,40,80,4,625,20,177,25,87,80,1785,2,42,12,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2014,231893,356584,0,0,,,,,,,,,30,110,1,625,10,167,44,98,20,1765,0,42,2,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2014,173108,355731,0,0,,,,,,,,,20,130,71,695,15,182,19,91,40,1775,2,44,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2014,149825,358364,0,0,,,,,,,,,50,80,40,735,20,197,31,103,10,1775,0,44,72,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2014,126868,359993,0,0,,,,,,,,,26,64,21,756,20,217,13,109,40,1745,0,44,45,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2014,151773,354875,0,0,,,,,,,,,0,64,4,756,55,197,15,111,130,1745,40,4,134,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014,127255,367241,0,0,,,,,,,,,29,59,0,756,25,192,11,116,20,1745,3,7,81,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2014,165462,377229,0,0,,,,,,,,,60,119,0,756,70,222,39,101,70,1775,1,8,31,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2014,150251,384383,0,0,,,,,,,,,15,134,3,758,70,252,44,120,50,1725,1,9,22,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2014,165221,393774,0,0,,,,,,,,,15,149,121,758,60,312,14,115,30,1695,0,8,66,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2014,131400,392934,0,0,,,,,,,,,0,149,80,758,40,332,52,124,20,1695,1,9,91,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2014,136696,392082,0,0,,,,,,,,,0,149,2,758,10,332,26,138,80,1629,3,10,127,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2014,191042,388838,0,0,,,,,0,0,,,15,139,1,758,40,312,13,131,10,1629,0,10,272,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2014,151471,387146,0,0,,,,,1,2,,,5,134,80,758,60,252,10,131,0,1629,26,34,21,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2014,162162,391815,0,0,,,,,0,2,,,68,150,55,728,10,247,13,139,35,1609,23,35,23,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2014,188691,385463,0,0,,,,,1,3,,,24,156,1,728,0,247,39,147,15,1609,150,80,3,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2014,131658,376595,0,0,,,,,0,2,,,2,156,2,730,1,248,9,150,30,1639,0,80,32,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2014,112412,344012,0,0,,,,,0,2,,,24,114,0,294,10,146,23,73,105,1660,3,32,20,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2014,134583,350223,0,0,,,,,0,2,,,0,114,0,294,0,146,16,79,75,1675,0,32,276,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2014,104191,360826,0,0,,,,,10,2,,,0,114,0,294,1,147,8,79,15,1690,0,32,6,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2014,114400,369744,0,0,,,,,0,2,,,35,119,3,297,1,147,26,81,60,1720,0,32,485,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2014,103570,377490,0,0,,,,,0,2,,,55,129,0,297,0,147,15,88,60,1720,1,31,219,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2014,117067,367699,0,0,,,,,0,2,,,15,144,0,297,0,147,1,66,30,1720,50,81,55,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2014,176257,360487,0,0,,,,,0,2,,,31,119,16,313,20,147,6,70,135,1750,70,51,25,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2014,187960,373854,0,0,,,,,0,2,,,14,123,0,313,0,147,18,66,135,1780,0,51,28,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2014,130237,371578,0,0,,,,,0,2,,,31,125,8,307,0,147,5,69,30,1765,0,51,21,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2014,144040,375895,0,0,,,,,0,2,,,5,120,1,307,0,147,51,56,75,1690,0,51,14,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2014,136344,380942,0,0,,,,,0,2,,,33,112,7,310,0,147,44,76,180,1555,0,51,11,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2014,184045,373887,0,0,,,,,0,2,,,34,105,0,310,40,147,40,101,120,1525,1,51,88,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
